,tweet_id,text,rating_numerator,rating_denominator,name,dog_stages,rating,Date,Time,jpg_url,breed_prediction,prediction_confidence,number_of_likes,number_of_retweets,number_of_followers,numer_of_friends,source
0,667405339315146752,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,7.0,10.0,Biden,None,0.7,2015-19-11,18:13:27,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint Bernard,0.381377,433,206,8897953,18,Twitter for iPhone
1,667435689202614272,Ermergerd 12/10 https://t.co/PQni2sjPsm,12.0,10.0,,None,1.2,2015-19-11,20:14:03,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,Rottweiler,0.999091,286,79,8897953,18,Twitter for iPhone
2,667437278097252352,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10.0,10.0,,None,1.0,2015-19-11,20:20:22,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,,,420,217,8897953,18,Twitter for iPhone
3,667443425659232256,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,6.0,10.0,,None,0.6,2015-19-11,20:44:47,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,,,725,534,8897953,18,Twitter for iPhone
4,667453023279554560,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11.0,10.0,Cupcake,None,1.1,2015-19-11,21:22:56,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Labrador Retriever,0.8256700000000001,291,81,8897953,18,Twitter Web Client
5,667455448082227200,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7.0,10.0,Reese,None,0.7,2015-19-11,21:32:34,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,Tibetan Terrier,0.676376,179,56,8897953,18,Twitter Web Client
6,667470559035432960,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11.0,10.0,,None,1.1,2015-19-11,22:32:36,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,Toy Poodle,0.304175,235,89,8897953,18,Twitter Web Client
7,667491009379606528,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7.0,10.0,,None,0.7,2015-19-11,23:53:52,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,Borzoi,0.852088,484,207,8897953,18,Twitter Web Client
8,667495797102141441,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9.0,10.0,Philippe,None,0.9,2015-20-11,00:12:54,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,Chihuahua,0.143957,487,245,8897953,18,Twitter Web Client
9,667502640335572993,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,11.0,10.0,Hall,None,1.1,2015-20-11,00:40:05,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,Labrador Retriever,0.996709,508,204,8897953,18,Twitter Web Client
10,667517642048163840,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8.0,10.0,Dook,None,0.8,2015-20-11,01:39:42,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,Italian Greyhound,0.125176,344,177,8897952,18,Twitter Web Client
11,667524857454854144,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,12.0,10.0,,None,1.2,2015-20-11,02:08:22,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,Chesapeake Bay Retriever,0.08812239999999999,1589,1038,8897952,18,Twitter Web Client
12,667530908589760512,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10.0,10.0,Naphaniel,None,1.0,2015-20-11,02:32:25,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,Golden Retriever,0.633037,437,219,8897952,18,Twitter Web Client
13,667534815156183040,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8.0,10.0,Frank,None,0.8,2015-20-11,02:47:56,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,Pembroke,0.435254,764,485,8897952,18,Twitter Web Client
14,667538891197542400,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9.0,10.0,,None,0.9,2015-20-11,03:04:08,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,Yorkshire Terrier,0.618957,191,60,8897952,18,Twitter Web Client
15,667544320556335104,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10.0,10.0,Kial,None,1.0,2015-20-11,03:25:43,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,0.412893,805,490,8897951,18,Twitter Web Client
16,667546741521195010,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9.0,10.0,George,None,0.9,2015-20-11,03:35:20,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,Toy Poodle,0.787424,318,115,8897951,18,Twitter Web Client
17,667549055577362432,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,1.0,10.0,,None,0.1,2015-20-11,03:44:31,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,,,5382,2083,8897951,18,Twitter Web Client
18,667724302356258817,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,7.0,10.0,,None,0.7,2015-20-11,15:20:54,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,,,448,292,8897951,18,Twitter Web Client
19,667728196545200128,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11.0,10.0,Olive,None,1.1,2015-20-11,15:36:22,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,Kuvasz,0.360159,356,143,8897951,18,Twitter Web Client
20,667766675769573376,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9.0,10.0,Calvin,None,0.9,2015-20-11,18:09:16,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,,,408,201,8897951,18,Twitter Web Client
21,667773195014021121,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8.0,10.0,,None,0.8,2015-20-11,18:35:10,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,West Highland White Terrier,0.360465,218,48,8897951,18,Twitter Web Client
22,667782464991965184,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,9.0,10.0,,None,0.9,2015-20-11,19:12:01,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,,,386,227,8897951,18,Twitter for iPhone
23,667793409583771648,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,8.0,10.0,,None,0.8,2015-20-11,19:55:30,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,Dalmatian,0.5350729999999999,654,308,8897951,18,Twitter for iPhone
24,667801013445750784,OMIGOD 12/10 https://t.co/SVMF4Frf1w,12.0,10.0,,None,1.2,2015-20-11,20:25:43,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,Flat-coated Retriever,0.508392,306,87,8897951,18,Twitter for iPhone
25,667806454573760512,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,10.0,10.0,Filup,None,1.0,2015-20-11,20:47:20,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,0.187155,986,452,8897951,18,Twitter for iPhone
26,667832474953625600,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",12.0,10.0,,None,1.2,2015-20-11,22:30:44,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,Miniature Pinscher,0.2142,274,57,8897951,18,Twitter for iPhone
27,667861340749471744,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9.0,10.0,,None,0.9,2015-21-11,00:25:26,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,Malamute,0.967275,230,74,8897951,18,Twitter for iPhone
28,667393430834667520,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,8.0,10.0,Fwed,None,0.8,2015-19-11,17:26:08,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,Papillon,0.557009,179,51,8897953,18,Twitter for iPhone
29,667866724293877760,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,10.0,10.0,Shaggy,None,1.0,2015-21-11,00:46:50,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,,,2851,957,8897951,18,Twitter for iPhone
30,667369227918143488,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,10.0,10.0,,None,1.0,2015-19-11,15:49:57,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,,,340,151,8897953,18,Twitter for iPhone
31,667200525029539841,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,11.0,10.0,Joshwa,None,1.1,2015-19-11,04:39:35,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian Husky,0.694904,571,240,8897953,18,Twitter for iPhone
32,666739327293083650,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,10.0,10.0,Lugan,None,1.0,2015-17-11,22:06:57,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,Miniature Poodle,0.546933,219,60,8897953,18,Twitter for iPhone
33,666776908487630848,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,5.0,10.0,Josep,None,0.5,2015-18-11,00:36:17,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,Miniature Pinscher,0.167175,323,156,8897953,18,Twitter for iPhone
34,666781792255496192,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,10.0,10.0,,None,1.0,2015-18-11,00:55:42,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian Greyhound,0.618316,358,175,8897953,18,Twitter for iPhone
35,666786068205871104,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,2.0,10.0,,None,0.2,2015-18-11,01:12:41,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,,,698,440,8897954,18,Twitter for iPhone
36,666804364988780544,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,8.0,10.0,Jockson,None,0.8,2015-18-11,02:25:23,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English Setter,0.32879200000000003,216,84,8897954,18,Twitter for iPhone
37,666817836334096384,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,9.0,10.0,Jeph,None,0.9,2015-18-11,03:18:55,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,Miniature Schnauzer,0.496953,472,230,8897954,18,Twitter for iPhone
38,666826780179869698,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,12.0,10.0,,None,1.2,2015-18-11,03:54:28,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese Dog,0.359383,238,83,8897954,18,Twitter for iPhone
39,666835007768551424,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,10.0,10.0,,None,1.0,2015-18-11,04:27:09,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459,195,72,8897954,18,Twitter for iPhone
40,666837028449972224,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,3.0,10.0,,None,0.3,2015-18-11,04:35:11,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,,,752,507,8897954,18,Twitter for iPhone
